cell,arc,meas,slew_idx,load_idx,slew,load,v0,group,param,ntr,g1,h2,g1_direct,h2_direct
NAND2_X1,A_r_ZN_f,delay,0,2,1.000000e-11,1.200000e-14,4.971340e-11,P,u0,2,8.849999e-14,,,
NAND2_X1,A_r_ZN_f,delay,0,2,1.000000e-11,1.200000e-14,4.971340e-11,P,vth,2,-1.125500e-12,,,
NAND2_X1,A_r_ZN_f,trans,0,2,1.000000e-11,1.200000e-14,5.688010e-11,N,u0,2,-2.555125e-11,,,
NAND2_X1,A_r_ZN_f,trans,0,2,1.000000e-11,1.200000e-14,5.688010e-11,N,vth,2,1.445065e-10,,,
NAND2_X1,A_r_ZN_f,trans,0,2,1.000000e-11,1.200000e-14,5.688010e-11,P,u0,2,2.500000e-16,,,
NAND2_X1,A_r_ZN_f,trans,0,2,1.000000e-11,1.200000e-14,5.688010e-11,P,vth,2,-1.500000e-15,,,
NAND2_X1,A_r_ZN_f,delay,1,0,3.000000e-11,1.000000e-15,2.374415e-11,N,u0,2,-6.679500e-12,,,
NAND2_X1,A_r_ZN_f,delay,1,0,3.000000e-11,1.000000e-15,2.374415e-11,N,vth,2,6.382650e-11,,,
NAND2_X1,A_r_ZN_f,delay,1,0,3.000000e-11,1.000000e-15,2.374415e-11,P,u0,2,4.187500e-13,,,
NAND2_X1,A_r_ZN_f,delay,1,0,3.000000e-11,1.000000e-15,2.374415e-11,P,vth,2,-6.845000e-13,,,
NAND2_X1,A_r_ZN_f,trans,1,0,3.000000e-11,1.000000e-15,1.577633e-11,N,u0,2,-4.412750e-12,,,
NAND2_X1,A_r_ZN_f,trans,1,0,3.000000e-11,1.000000e-15,1.577633e-11,N,vth,2,1.391350e-11,,,
NAND2_X1,A_r_ZN_f,trans,1,0,3.000000e-11,1.000000e-15,1.577633e-11,P,u0,2,2.550000e-13,,,
NAND2_X1,A_r_ZN_f,trans,1,0,3.000000e-11,1.000000e-15,1.577633e-11,P,vth,2,-4.220000e-13,,,
NAND2_X1,A_r_ZN_f,delay,1,1,3.000000e-11,4.000000e-15,3.291998e-11,N,u0,2,-1.016375e-11,,,
NAND2_X1,A_r_ZN_f,delay,1,1,3.000000e-11,4.000000e-15,3.291998e-11,N,vth,2,8.552801e-11,,,
NAND2_X1,A_r_ZN_f,delay,1,1,3.000000e-11,4.000000e-15,3.291998e-11,P,u0,2,3.342500e-13,,,
NAND2_X1,A_r_ZN_f,delay,1,1,3.000000e-11,4.000000e-15,3.291998e-11,P,vth,2,-2.720000e-13,,,
NAND2_X1,A_r_ZN_f,trans,1,1,3.000000e-11,4.000000e-15,2.601027e-11,N,u0,2,-1.039650e-11,,,
NAND2_X1,A_r_ZN_f,trans,1,1,3.000000e-11,4.000000e-15,2.601027e-11,N,vth,2,5.276500e-11,,,
NAND2_X1,A_r_ZN_f,trans,1,1,3.000000e-11,4.000000e-15,2.601027e-11,P,u0,2,7.850000e-14,,,
